iter	Passed	Remaining
192	2202	9211
193	2219	9222
194	2227	9196
195	2231	9151
196	2237	9121
197	2248	9108
198	2252	9066
199	2257	9030
200	2262	8991
201	2280	9010
202	2284	8967
203	2296	8962
204	2308	8953
205	2311	8910
206	2314	8867
207	2321	8839
208	2324	8797
209	2327	8755
210	2354	8805
211	2359	8769
212	2369	8756
213	2377	8732
214	2380	8692
215	2384	8654
216	2387	8615
217	2394	8591
218	2404	8575
219	2407	8536
220	2411	8498
221	2414	8460
222	2420	8433
223	2446	8476
224	2453	8449
225	2456	8411
226	2459	8374
227	2462	8337
228	2468	8312
229	2472	8276
230	2474	8239
231	2477	8202
232	2490	8199
233	2496	8172
234	2499	8136
235	2502	8100
236	2505	8066
237	2508	8031
238	2513	8002
239	2515	7966
240	2518	7931
241	2522	7901
242	2547	7935
243	2550	7903
244	2561	7894
245	2565	7863
246	2569	7834
247	2577	7815
248	2580	7781
249	2582	7747
250	2585	7714
251	2602	7723
252	2608	7702
253	2613	7674
254	2624	7667
255	2627	7637
256	2632	7610
257	2636	7583
258	2640	7554
259	2643	7523
260	2673	7568
261	2676	7537
262	2678	7506
263	2681	7476
264	2688	7456
265	2691	7427
266	2695	7398
267	2701	7380
268	2705	7351
269	2708	7323
270	2714	7300
271	2716	7271
272	2719	7242
273	2722	7213
274	2727	7191
275	2731	7164
276	2734	7137
277	2737	7109
278	2745	7096
279	2749	7069
280	2762	7068
281	2772	7058
282	2775	7031
283	2778	7004
284	2781	6978
285	2786	6956
286	2791	6936
287	2800	6922
288	2803	6896
289	2819	6903
290	2822	6876
291	2830	6863
292	2836	6843
293	2840	6821
294	2849	6809
295	2852	6783
296	2856	6761
297	2869	6759
298	2911	6825
299	2913	6799
300	2916	6771
301	2931	6775
302	2945	6775
303	2949	6751
304	2956	6737
305	2973	6744
306	2976	6719
307	2981	6698
308	2986	6678
309	2989	6654
310	3003	6654
311	3015	6648
312	3022	6634
313	3030	6619
314	3034	6599
315	3066	6638
316	3079	6633
317	3084	6614
318	3087	6590
319	3097	6581
320	3101	6559
321	3104	6537
322	3112	6523
323	3115	6500
324	3129	6499
325	3134	6480
326	3146	6475
327	3151	6456
328	3159	6444
329	3189	6476
330	3192	6453
331	3196	6432
332	3199	6408
333	3207	6396
334	3211	6375
335	3215	6353
336	3224	6344
337	3232	6330
338	3265	6367
339	3272	6351
340	3275	6329
341	3278	6307
342	3283	6290
343	3287	6268
344	3292	6250
345	3300	6237
346	3323	6254
347	3326	6232
348	3336	6223
349	3339	6202
350	3347	6188
351	3350	6167
352	3363	6164
353	3367	6145
354	3389	6157
355	3403	6156
356	3419	6158
357	3422	6137
358	3426	6118
359	3431	6099
360	3434	6078
361	3437	6058
362	3446	6047
363	3451	6031
364	3460	6019
365	3464	6001
366	3474	5992
367	3477	5973
368	3481	5953
369	3490	5942
370	3493	5922
371	3540	5977
372	3543	5957
373	3546	5936
374	3552	5920
375	3557	5904
376	3590	5933
377	3603	5930
378	3607	5911
379	3622	5910
380	3626	5892
381	3648	5903
382	3653	5886
383	3659	5871
384	3667	5858
385	3670	5838
386	3678	5827
387	3682	5808
388	3690	5796
389	3696	5782
390	3704	5769
391	3707	5750
392	3710	5731
393	3714	5713
394	3722	5701
395	3726	5683
396	3728	5663
397	3755	5679
398	3759	5662
399	3767	5651
400	3770	5632
401	3774	5614
402	3781	5602
403	3784	5582
404	3787	5563
405	3790	5545
406	3804	5542
407	3807	5524
408	3814	5512
409	3818	5494
410	3822	5478
411	3838	5478
412	3846	5467
413	3850	5450
414	3853	5431
415	3860	5419
416	3863	5401
417	3866	5383
418	3887	5389
419	3893	5376
420	3906	5372
421	3909	5355
422	3912	5337
423	3921	5327
424	3924	5309
425	3927	5291
426	3938	5284
427	3947	5275
428	3951	5259
429	3956	5244
430	3959	5227
431	3962	5210
432	3966	5194
433	3971	5179
434	3974	5162
435	3993	5165
436	4002	5156
437	4005	5139
438	4008	5122
439	4011	5105
440	4019	5095
441	4022	5078
442	4025	5061
443	4033	5050
444	4035	5033
445	4060	5044
446	4066	5030
447	4069	5014
448	4072	4998
449	4082	4989
450	4085	4973
451	4088	4957
452	4098	4948
453	4101	4932
454	4108	4920
455	4111	4904
456	4119	4894
457	4122	4878
458	4124	4861
459	4127	4845
460	4134	4834
461	4137	4818
462	4141	4803
463	4150	4794
464	4155	4780
465	4164	4772
466	4167	4756
467	4171	4741
468	4180	4732
469	4183	4717
470	4188	4704
471	4202	4700
472	4205	4685
473	4211	4673
474	4214	4658
475	4217	4643
476	4229	4637
477	4232	4622
478	4241	4613
479	4244	4598
480	4255	4591
481	4260	4578
482	4278	4580
483	4298	4582
484	4305	4571
485	4308	4556
486	4311	4541
487	4318	4531
488	4322	4516
489	4325	4501
490	4328	4487
491	4344	4485
492	4350	4473
493	4352	4458
494	4355	4443
495	4358	4428
496	4361	4414
497	4367	4402
498	4370	4387
499	4383	4383
500	4391	4373
501	4396	4361
502	4399	4347
503	4402	4332
504	4405	4317
505	4407	4303
506	4413	4291
507	4416	4277
508	4422	4266
509	4429	4255
510	4432	4242
511	4444	4236
512	4448	4223
513	4451	4209
514	4455	4195
515	4461	4184
516	4463	4170
517	4493	4181
518	4503	4173
519	4511	4164
520	4515	4151
521	4524	4142
522	4527	4129
523	4530	4115
524	4540	4108
525	4543	4094
526	4549	4083
527	4556	4073
528	4561	4060
529	4576	4058
530	4579	4044
531	4582	4031
532	4589	4021
533	4593	4008
534	4603	4000
535	4606	3987
536	4613	3977
537	4619	3966
538	4625	3956
539	4629	3943
540	4635	3932
541	4639	3920
542	4644	3908
543	4659	3905
544	4665	3895
545	4669	3882
546	4672	3869
547	4676	3856
548	4683	3847
549	4689	3837
550	4697	3828
551	4704	3818
552	4707	3805
553	4714	3795
554	4717	3782
555	4720	3769
556	4723	3756
557	4726	3744
558	4729	3731
559	4732	3718
560	4738	3708
561	4745	3698
562	4748	3685
563	4756	3676
564	4759	3664
565	4762	3651
566	4765	3638
567	4770	3628
568	4774	3616
569	4779	3605
570	4786	3596
571	4789	3583
572	4801	3578
573	4804	3565
574	4812	3556
575	4820	3548
576	4823	3536
577	4827	3524
578	4834	3515
579	4856	3516
580	4859	3504
581	4865	3494
582	4868	3482
583	4872	3470
584	4875	3458
585	4882	3449
586	4885	3437
587	4889	3426
588	4930	3440
589	4934	3428
590	4936	3416
591	4939	3404
592	4945	3394
593	4948	3382
594	4951	3370
595	4955	3358
596	4961	3349
597	4964	3337
598	4986	3337
599	4994	3329
600	4998	3318
601	5009	3311
602	5012	3300
603	5015	3288
604	5017	3276
605	5024	3266
606	5028	3255
607	5032	3244
608	5042	3237
609	5045	3225
610	5048	3214
611	5051	3202
612	5058	3193
613	5061	3181
614	5064	3170
615	5067	3158
616	5079	3153
617	5086	3144
618	5089	3132
619	5092	3121
620	5095	3109
621	5101	3100
622	5105	3089
623	5108	3078
624	5112	3067
625	5121	3059
626	5125	3049
627	5132	3040
628	5135	3029
629	5141	3019
630	5144	3008
631	5150	2999
632	5153	2988
633	5157	2977
634	5159	2965
635	5169	2958
636	5176	2949
637	5188	2943
638	5192	2933
639	5198	2923
640	5200	2912
641	5208	2904
642	5210	2893
643	5213	2881
644	5215	2870
645	5229	2865
646	5233	2855
647	5239	2846
648	5242	2835
649	5245	2824
650	5254	2816
651	5257	2806
652	5260	2795
653	5263	2784
654	5275	2778
655	5287	2772
656	5290	2761
657	5293	2751
658	5296	2740
659	5303	2732
660	5307	2721
661	5310	2711
662	5317	2702
663	5323	2693
664	5325	2683
665	5334	2675
666	5337	2664
667	5344	2656
668	5359	2651
669	5367	2643
670	5370	2633
671	5376	2624
672	5385	2616
673	5393	2608
674	5398	2599
675	5401	2588
676	5409	2580
677	5412	2570
678	5415	2560
679	5418	2550
680	5447	2551
681	5449	2541
682	5456	2532
683	5460	2522
684	5465	2513
685	5474	2505
686	5478	2495
687	5488	2488
688	5493	2479
689	5510	2475
690	5525	2471
691	5530	2461
692	5538	2453
693	5540	2443
694	5590	2453
695	5593	2443
696	5596	2433
697	5604	2425
698	5608	2415
699	5611	2404
700	5618	2396
701	5621	2386
702	5626	2376
703	5640	2371
704	5644	2361
705	5650	2353
706	5657	2344
707	5664	2336
708	5667	2326
709	5675	2317
710	5690	2313
711	5697	2304
712	5704	2296
713	5707	2286
714	5714	2277
715	5717	2267
716	5728	2260
717	5732	2251
718	5735	2241
719	5744	2234
720	5748	2224
721	5762	2218
722	5765	2208
723	5768	2199
724	5776	2191
725	5780	2181
726	5786	2172
727	5793	2164
728	5800	2156
729	5807	2147
730	5810	2138
731	5815	2129
732	5822	2120
733	5825	2111
734	5830	2102
735	5838	2094
736	5841	2084
737	5844	2074
738	5861	2070
739	5865	2060
740	5872	2052
741	5875	2042
742	5878	2033
743	5886	2025
744	5889	2016
745	5892	2006
746	5920	2005
747	5923	1995
748	5925	1985
749	5933	1977
750	5938	1968
751	5941	1959
752	5945	1950
753	5951	1941
754	5961	1934
755	6002	1937
756	6005	1927
757	6015	1920
758	6034	1916
759	6042	1908
760	6046	1898
761	6048	1889
762	6052	1879
763	6059	1871
764	6077	1867
765	6085	1859
766	6093	1851
767	6096	1841
768	6099	1832
769	6106	1824
770	6111	1815
771	6114	1805
772	6121	1797
773	6125	1788
774	6131	1780
775	6139	1772
776	6142	1762
777	6145	1753
778	6169	1750
779	6173	1741
780	6176	1731
781	6180	1722
782	6190	1715
783	6200	1708
784	6203	1699
785	6206	1689
786	6212	1681
787	6215	1672
788	6219	1663
789	6229	1656
790	6232	1646
791	6243	1639
792	6246	1630
793	6249	1621
794	6254	1612
795	6260	1604
796	6267	1596
797	6276	1588
798	6279	1579
799	6289	1572
800	6292	1563
801	6295	1554
802	6298	1545
803	6306	1537
804	6309	1528
805	6313	1519
806	6316	1510
807	6322	1502
808	6333	1495
809	6361	1492
810	6369	1484
811	6372	1475
812	6377	1467
813	6387	1459
814	6400	1452
815	6404	1444
816	6407	1435
817	6421	1428
818	6424	1419
819	6431	1411
820	6435	1403
821	6438	1394
822	6441	1385
823	6449	1377
824	6452	1368
825	6456	1360
826	6479	1355
827	6486	1347
828	6497	1340
829	6500	1331
830	6511	1324
831	6517	1316
832	6520	1307
833	6527	1299
834	6530	1290
835	6533	1281
836	6539	1273
837	6543	1264
838	6546	1256
839	6555	1248
840	6559	1240
841	6576	1234
842	6581	1225
843	6590	1218
844	6593	1209
845	6599	1201
846	6602	1192
847	6604	1183
848	6607	1175
849	6616	1167
850	6621	1159
851	6628	1151
852	6632	1142
853	6635	1134
854	6644	1126
855	6647	1118
856	6651	1109
857	6655	1101
858	6667	1094
859	6671	1085
860	6678	1078
861	6681	1069
862	6685	1061
863	6692	1053
864	6697	1045
865	6701	1036
866	6716	1030
867	6724	1022
868	6727	1014
869	6730	1005
870	6738	998
871	6741	989
872	6745	981
873	6754	973
874	6758	965
875	6772	958
876	6775	950
877	6778	941
878	6791	934
879	6794	926
880	6801	918
881	6804	910
882	6807	902
883	6810	893
884	6827	887
885	6835	879
886	6842	871
887	6849	863
888	6867	857
889	6875	849
890	6883	842
891	6888	834
892	6900	826
893	6904	818
894	6908	810
895	6916	802
896	6922	794
897	6930	787
898	6933	778
899	6937	770
900	6948	763
901	6960	756
902	6966	748
903	6977	740
904	6982	732
905	6993	725
906	6996	717
907	6999	709
908	7015	702
909	7027	695
910	7039	687
911	7042	679
912	7045	671
913	7052	663
914	7055	655
915	7061	647
916	7084	641
917	7087	633
918	7089	624
919	7092	616
920	7100	609
921	7104	601
922	7107	592
923	7118	585
924	7131	578
925	7134	570
926	7137	562
927	7140	554
928	7149	546
929	7155	538
930	7165	531
931	7169	523
932	7180	515
933	7182	507
934	7185	499
935	7193	491
936	7196	483
937	7210	476
938	7225	469
939	7228	461
940	7232	453
941	7244	446
942	7247	438
943	7254	430
944	7257	422
945	7260	414
946	7263	406
947	7271	398
948	7274	390
949	7280	383
950	7287	375
951	7317	368
952	7327	361
953	7339	353
954	7350	346
955	7353	338
956	7357	330
957	7375	323
958	7403	316
959	7412	308
960	7427	301
961	7440	293
962	7444	286
963	7456	278
964	7461	270
965	7476	263
966	7499	255
967	7507	248
968	7518	240
969	7524	232
970	7527	224
971	7529	216
972	7540	209
973	7543	201
974	7552	193
975	7557	185
976	7560	177
977	7567	170
978	7572	162
979	7587	154
980	7599	147
981	7607	139
982	7614	131
983	7617	123
984	7625	116
985	7630	108
986	7641	100
987	7644	92
988	7647	85
989	7657	77
990	7660	69
991	7665	61
992	7671	54
993	7674	46
994	7677	38
995	7680	30
996	7690	23
997	7694	15
998	7701	7
999	7709	0
